Title,Price,Link,Details,Extra Details,Description,Detailed Price
Lux Apartman - Stan na dan Kotor Varoš,80 KM,https://olx.ba/artikal/64632109,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 41 | Check in (sat) 13 | Check out (sat) 11 | Vrsta grijanja Struja | Pet friendly Ne | Godina izgradnje 2020+ | Sprat 1 | Blizina prodavnice Do 100 m | Blizina restorana 900 do 1000 m | Blizina centra 400 do 500 m | Blizina javnog prevoza Do 100 m | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 05.11.2024,"Detaljni opis
Lux Apartman - stan na dan.

📌 Kotor Varoš, Građus zgrada.

👉 Stan je NOV i u potpunosti opremljen sa svim kućanskim aparatima. Moderan i luksuzan ambijent.
🏘️Stan obuhvata:
🔸 Spavaća soba ✔️
🔸 Dnevni boravak ✔️
🔸 Trpezarija ✔️
🔸 Kuhinja ✔️




Prikaži više",Lux Apartman - Stan na dan Kotor Varoš,80 KM
Stan na dan Stari Grad Sarajevo,60 KM,https://olx.ba/artikal/64900513,Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 70 | Check in (sat) 12 | Check out (sat) 10 | Vrsta grijanja Struja | Minimalan broj noćenja 1 | Pet friendly Ne | Sprat Prizemlje | Blizina prodavnice 100 do 200 m | Blizina restorana 100 do 200 m | Blizina centra 800 do 900 m | Blizina apoteke 200 do 300 m | Blizina javnog prevoza 100 do 200 m | Krevetić za bebe ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 18.11.2024,"Detaljni opis
Stan na dan Bistrik, Stari Grad Sarajevo
Stan se nalazi u starom dijelu Sarajeva, u neposrednoj blizini Bistričke stanice i restorana MADO.

Potpuno opremljen i renoviran stan u kojem može boraviti do 7 osoba, a sastoji se od:

1. Dnevni boravak sa kuhinjom.

Dnevni boravak posjeduje ugaonu garnituru za spavanje 2 odrasle osobe, TV sa kablovskom i WiFi internetom, sa potpuno opremljenom kuhinjom da možete sami kuhati.









Prikaži više",Stan na dan Stari Grad Sarajevo,60 KM
"Šarmantni, moderni kutak na Koševskom brdu",60 KM,https://olx.ba/artikal/64644661,Zabranjeno pušenje ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 35 | Check in (sat) 14 | Check out (sat) 10 | Vrsta grijanja Plin | Minimalan broj noćenja Više od 5 | Pet friendly Ne | Godina izgradnje 1980 do 1989 | Sprat 1 | Blizina prodavnice Do 100 m | Blizina restorana 300 do 400 m | Blizina centra Preko 1000 m | Blizina apoteke 300 do 400 m | Blizina javnog prevoza 200 do 300 m | Datum objave 06.11.2024,"Detaljni opis
Izdajem potpuno namješten i potpuno renoviran stan na Koševskom brdu.
Pored stana se nalazi i javni parking stanara zgrade, koji je besplatan i slobodan.

Stan posjeduje spavaću sobu sa bračnim krevetom, dnevni boravak sa kaučem na razvlaćenje, kuhinju i wc.

U stanu je urađeno podno grijanje, pa je idealan i za zimski period.

Stan posjeduje i klima uređaj, kao i potpuno opremljenu kuhinju.

Kapacitet je max 4 osobe.






Prikaži više","Šarmantni, moderni kutak na Koševskom brdu",60 KM
"Stan na dan Sarajevo centar, kod pijace Markale i Katedrale",100 KM,https://olx.ba/artikal/61062584,Broj soba Dvosoban (2) | Kvadratura 45 | Check in (sat) 14 | Check out (sat) 10 | Vrsta grijanja Plin | Minimalan broj noćenja 2 | Godina izgradnje 1950 do 1959 | Sprat 4 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Do 100 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Krevetić za bebe ✓ | Zabranjeno pušenje ✓ | WIFI ✓ | Klima ✓ | Tip nekretnine Stan | Datum objave 14.05.2024,"Detaljni opis
Iznajmljujem stan na dan.

U pitanju su dva identična apartmana.

Apartman prozračan i svijetao.

Nedavno renoviran, idealan za max 4 osobe (Veliki bračni krevet + bračni krevet u dnevnom boravku)

Sastoji se od dnevnog boravka sa kuhinjom i trpezarijom, wc i spavaća soba.





Prikaži više","Stan na dan Sarajevo centar, kod pijace Markale i Katedrale",100 KM
"Stan na dan, Ferhadija.",80 KM,https://olx.ba/artikal/56044008,Godina izgradnje Prije 1950 | Sprat 1 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Do 100 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Zabranjeno pušenje ✓ | WIFI ✓ | Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 30 | Check in (sat) 14 | Check out (sat) 10 | Vrsta grijanja Struja | Minimalan broj noćenja 2 | Datum objave 23.10.2023,"Detaljni opis
Izdaje se stan na dan.....


Renoviran, idealan za 2 osobe. Mogu se smjestiti i 3 osobe (kauč u dnevnoj).


Stan se nalazi u strogom centru grada, ulica Ferhadija 29, pored poznate slastičarne Egipat, sve je na dohvat ruke.

Također u ponudi imamo još 10 apartmana na više lokacija i više kvadratura.





Prikaži više","Stan na dan, Ferhadija.",80 KM
"Stan na dan Bijeljina ""MONA""prenociste Apartman",50 KM,https://olx.ba/artikal/40015828,Broj soba Jednoiposoban (1.5) | Sprat Prizemlje | Vrsta grijanja Struja | Parking ✓ | Tip nekretnine Apartman | Kvadratura 40 | Pet friendly Ne | Check in (sat) 13 | Check out (sat) 11 | Datum objave 05.10.2020,"Detaljni opis
IZNAJMLJUJEM JEDNOSOBAN STAN NA DAN U CENTRU BIJELJINE, 100 METARA OD OPSTINE, 20 METARA OD AUTOBUSKE STANICE, U PRIZEMLJU. 
NALAZI SE NA ODLICNOJ LOKACIJI , OKRUZEN BANKAMA, PRODAVNICAMA, KAFICIMA, FRIZERSKIM I KOZMETICKIM SALONIMA, RESTORANIMA BRZE HRANE... 
STAN JE NOV TEK RENOVIRAN I POTPUNO OPREMLJEN SA SVIM STO JE POTREBNO ZA UGODAN BORAVAK: TV, KABLOVSKA, WI-FI, CISTA POSTELJINA, PESKIRI I SREDSTVA ZA HIGIJENU, TOPLI NAPITCI, KOMPLETNO OPREMLJENA KUHINJA, GRIJANJE. 
POSJEDUJE PARKING PROSTOR I PODRUM. STILSKI JE UREDJEN KAO STO SE VIDI NA SLIKAMA. 
NAMJENJEN JA ZA BORAVAK DO 4 OSOBE. 
U STANU NIJE DOZVOLJENO PUSENJE KAO NI ORGANIZOVANJE ZURKI. 



Prikaži više","Stan na dan Bijeljina ""MONA""prenociste Apartman",50 KM
Stan na dan Tuzla Centar - Square Studio Tuzla,Na upit,https://olx.ba/artikal/50250473,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 35 | Check in (sat) 16 | Check out (sat) 11 | Godina izgradnje 2020+ | Vrsta grijanja Centralno (gradsko) | Sprat 1 | Blizina prodavnice 100 do 200 m | Blizina restorana Do 100 m | Blizina centra Do 100 m | Blizina apoteke 100 do 200 m | Blizina javnog prevoza Do 100 m | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 27.10.2022,Detaljni opis,Stan na dan Tuzla Centar - Square Studio Tuzla,Na upit
Stan na dan Sarajevo - Stari Grad U CENTRU 140 KM,140 KM,https://olx.ba/artikal/66142883,Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 35 | Check in (sat) 14 | Check out (sat) 11 | Godina izgradnje Prije 1950 | Sprat 1 | Vrsta grijanja Struja | Minimalan broj noćenja 2 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra 100 do 200 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Pet friendly Ne | Krevetić za bebe ✓ | Zabranjeno pušenje ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 26.01.2025,"Detaljni opis
Stan na dan All seasons se nalazi u najužem centru Sarajeva, 550 metara od Sebilja i 550 metara od Baščaršijskog trga. Stan na dan All Seasons nudi smještaj s besplatnim WiFi-jem, klima uređajem s WiFi konekcijom i svom potrebnom opremom. U stanu se nalazi kuhinja, dnevni, boravak, spavaća soba i kupaonica. Dnevne i spavaće sobe opremljene su sa Smart ravnim ekranom s Netflixom. Vlastita kupaonica raspolaže tuš kabinom i besplatnim kozmetičkim priborom, a kuhinja ima frižider, pećnicu i perilicu posuđa. Također su dostupni ploča za kuhanje i toster, kao i aparat za kafu i kuhalo za vodu. Kuhinja je opremljena kompletnim posuđem. Gostima je besplatno na raspolaganju nekoliko vrsta espresso kafe, bosanska kafa i nekoliko vrsta ukusnih čajeva koje mogu konzumirati uz ukusne kekse. Popularne zanimljivosti u blizini apartmana uključuju Latinsku ćupriju (300 metara), Gazi-Husrev-begovu džamiju (400 metara), Katedralu (250 metara), Staru pravoslavnu crkvu (550 metara), Sinagogu (100 metara), Sarajevsku Vijećnicu (650 metara) i Sarajevsku žičaru (700 metara). Centralna lokacija održavanja svih događaja u sklopu Sarajevo film festivala udaljena je svega 300 metara od apartmana. Kompleks se nalazi uz obalu rijeke Miljacke s pogledom na sve Sarajevske mostove. Najbliži aerodrom je Međunarodni aerodrom Sarajevo, udaljena 7,5 km od stana All Seasons, dok je željeznička stanica udaljena od stana 2 km. Stan na dan All Seasons je moderan, ali istovremeno i tradicionalan kompleks. Nalazi se u zgradi izgrađenoj u vrijeme Austro-Ugarske, ali je komplet renoviran tokom 2023. godine. Stropovi su lučni i izgrađeni od cigle, što apartmanu daje poseban šarm. Stan se nalazi u staroj jezgri grada, a boravkom u našim apartmanima možete doživjeti čari pravog Sarajeva. Glavna i najprometnija šetnica (Ferhadija) udaljena je svega 200 metara, tako da ćete imati više vremena da obiđete sve sadržaje koje Sarajevo nudi. Stan ima vlastiti parkinga gdje možete besplatno parkirati svoj automobil. Na ulaznim vratima kompleksa koriste se pametne brave, tako da se može prijaviti kad god želite. Prije dolaska dobit ćete upute za samostalnu prijavu i ulaznu šifru. Rezervirajte svoj odmor u našem stanu i provedite nezaboravano vrijeme u Sarajevu. Kontakt telefon za rezervacije:
065/883-610

061/388-209
Prikaži više",Stan na dan Sarajevo - Stari Grad U CENTRU 140 KM,140 KM
Stan na dan Istočno Sarajevo,50 KM,https://olx.ba/artikal/66021098,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 45 | Check in (sat) 14 | Check out (sat) 11 | Godina izgradnje 2020+ | Sprat 5 | Vrsta grijanja Struja | Minimalan broj noćenja 1 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Do 100 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Pet friendly Da | Krevetić za bebe ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 20.01.2025,"Detaljni opis
-064/414 8524- Stan je moderno namješten, nalazi se u Hilandarskoj ulici, broj 9. Zgrada posjeduje lift, besplatan parking za goste. Apartman se sastoji od dnevnog boravka, kuhinje, spavaće sobe, kupatila, hodnika i balkona. Posjeduje internet i kablovsku. U neposrednoj blizini se nalazi veliki broj kafića, restorana, marketa, pekara, banke, apoteke, Dom zdravlja, bolnica, benzinska puma itd. Odmah pored jezera i parka Velikana. Atraktivne destinacije koje su u blizini: -Jahorina 25km -Bjelašnica 20km -Trebević 10km -Baščaršija Sarajevo 6km -Vrelo Bosne Ilidža 10km Međunarnodni aerodrom Sarajevo udaljen je oko 2km od apartmana. Cijena apartmana za dvije osobe je 50KM. Za 3 osobe i više po dogovoru. Dnevni boravak od 3h je 40KM. Broj telefona: -064 414 85 24- 065 166 001",Stan na dan Istočno Sarajevo,50 KM
Stanovi i apartmani Čapljina,70 KM,https://olx.ba/artikal/65129859,Tip nekretnine Apartman | Broj soba Jednosoban (1) | Kvadratura 50 | Check in (sat) 12 | Check out (sat) 11 | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 30.11.2024,"Detaljni opis
Prodavač nije upisao detaljne informacije.",Stanovi i apartmani Čapljina,70 KM
Stan na dan Stupine Tuzla,60 KM,https://olx.ba/artikal/62561750,Check out (sat) 10 | Sprat 1 | Vrsta grijanja Centralno (gradsko) | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina apoteke 100 do 200 m | Blizina javnog prevoza Do 100 m | Pet friendly Ne | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 55 | Check in (sat) 12 | Datum objave 11.07.2024,"Detaljni opis
Izdaje se luxuzno opremljen stan na Stupinama u novogradnji. Udoban apartman, namješten u stilu, smješten u samom centru Tuzle. Stan posjeduje prelijepu spavaću sobu, wc ,dnevni boravak, kuhinju i terasu. Stan se nalazi 15 min od panonskih jezera. Kontakt telefon: +38762116388 +38762070505",Stan na dan Stupine Tuzla,60 KM
Stan na dan studio apartman Tuzla centar 062 535 535,50 KM,https://olx.ba/artikal/44338921,Tip nekretnine Apartman | Broj soba Jednosoban (1) | Kvadratura 30 | Check in (sat) 13 | Check out (sat) 11 | Sprat Prizemlje | Vrsta grijanja Centralno (gradsko) | Blizina restorana 100 do 200 m | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 20.08.2021,"Detaljni opis
062 535 535",Stan na dan studio apartman Tuzla centar 062 535 535,50 KM
"Stan na dan Banja Luka, MLK Diamond",60 KM,https://olx.ba/artikal/55205657,Tip nekretnine Apartman | Broj soba Dvosoban (2) | Kvadratura 46 | Check in (sat) 14 | Check out (sat) 10 | Godina izgradnje 1990 do 1999 | Sprat Visoko prizemlje | Vrsta grijanja Centralno (gradsko) | Blizina prodavnice Do 100 m | Blizina centra 900 do 1000 m | Blizina apoteke 400 do 500 m | Blizina javnog prevoza Do 100 m | Pet friendly Ne | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 16.09.2023,"Detaljni opis
https://msha.ke/mlk.diamond.apartments

MLK DIAMOND apartmani se nalaze u naselju Obilićevo/Mejdan
1,4 km udaljeni od centra grada.
U krugu od 100m se nalaze kafići, market, frizerski saloni, autobusko stajalište.



U ponudi imamo dvosoban i trosoban apartman


















Prikaži više","Stan na dan Banja Luka, MLK Diamond",60 KM
Stan na dan Banja Luka,30 KM,https://olx.ba/artikal/40482200,Vrsta grijanja Struja | Minimalan broj noćenja 1 | Blizina prodavnice Do 100 m | Blizina restorana 200 do 300 m | Blizina apoteke 200 do 300 m | Blizina javnog prevoza 200 do 300 m | Pet friendly Ne | WIFI ✓ | Klima ✓ | Parking ✓ | Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 40 | Check in (sat) 13 | Check out (sat) 10 | Godina izgradnje 1960 do 1969 | Sprat 1 | Datum objave 10.11.2020,"Detaljni opis
STAN NA DAN


Lokacija: Bulevar (iza MUP-a/CIPS-a)


-Udaljenost od Trga Krajine je 650 m.

-Stan se nalazi na idealnoj lokaciji, na svega 3 minuta autom do glavnog trga (i robne kuće ""Boska""), odnosno 7 minuta pješke.


 hodnika, sobe, kuhinje sa trpezarijom i kupatila.


-Stan je klimatizovan i namješten.

-Besplatan Wi-Fi.

-Dostupan javni parking koji se ne plaća

 





(dnevni odmor - do 3 sata boravka, ne odnosi se na večernje termine),

                       (preko 3 sata boravka - do 12 sati boravka, bez noćenja),

                       (noćenje).



:(ne odnosi se na večernje termine),

         :









*Navedene cijene važe za jednu/dvije osobe (za više osoba se posebno doplaćuje).

*Svaka šteta pričinjena u stanu, za vrijeme boravka, se obavezno nadoknađuje.

*Obavezno poštovanje kućnog reda, kako bi se izbjegle eventualne neprijatnosti.

Prikaži više",Stan na dan Banja Luka,30 KM
VILA SLJEME VLASIC-APARTMANI,80 KM,https://olx.ba/artikal/27107994,Tip nekretnine Apartman | Broj soba Petosoban i više | Kvadratura 350 | Sprat 2 | Parking ✓ | Vrsta grijanja Centralno (Kotlovnica) | Datum objave 12.10.2017,"Detaljni opis
VILA SLJEME VLASIC
Vila se nalazi na prelijepoj lokaciji pored sama sky staze, iznad vile se nalazi SRC FIS, blizina hotela Pahuljica. Vila posjeduje 7 apartmana, svaki apartman sadrzi dnevni boravak sa mini kuhinjom, spavaca soba, kupatilo, LCD, Wi-fi besplatan, centralno grijanje itd....
Cijena 80 KM/ nocenje
Cijena za novogodisnje praznike po dogovoru
Minimalna rezervacija za period nove godine je 3 noci.

Kontakt tel: 061 281 708",VILA SLJEME VLASIC-APARTMANI,80 KM
Stan (Apartman) na dan Srebrenik,Na upit,https://olx.ba/artikal/60553197,Tip nekretnine Stan | Broj soba Garsonjera | Kvadratura 30 | Check in (sat) 12 | Check out (sat) 10 | Sprat 5 | Vrsta grijanja Struja | Minimalan broj noćenja 1 | Blizina prodavnice Do 100 m | Blizina restorana 100 do 200 m | Blizina centra 100 do 200 m | Blizina apoteke 100 do 200 m | Pet friendly Ne | Lift ✓ | Parking ✓ | Datum objave 25.04.2024,"Detaljni opis
Stan na Dan Srebrenik
061082286
STROGO ZABRANJENO UVOĐENJE KUĆNIH LJUBIMACA",Stan (Apartman) na dan Srebrenik,Na upit
Stan na dan Mostar,220 KM,https://olx.ba/artikal/55011269,Tip nekretnine Stan | Broj soba Trosoban (3) | Kvadratura 150 | Check in (sat) 08 | Check out (sat) 14 | Sprat Visoko prizemlje | Vrsta grijanja Ostalo | Blizina javnog prevoza 100 do 200 m | Pet friendly Ne | Klima ✓ | Parking ✓ | Datum objave 02.09.2023,"Detaljni opis
Poseidon House je idealno mjesto za odmor i druženje sa porodicom i prijateljima. 
Kapacitet stana je 6 osoba.
Posjeduje dvije sobe, dnevni  boravak, dva balkona, opremljenu kuhinju, kupatilo, kao i parking mjesto.
Besplatan Internet, smart TV, mašina za ves, mašina za sude, klima su samo neki od uređaja koje će vam boravak učiniti ugodnijim. Poseidon House udaljen je od Starog grada 1.9km, od vodopad Kravice 48km, te od Tekije u Blagaju 17km.
Adresa: Mostar 88000, Mehe Arapa 2, Zalik.
Kontakt broj: +4917621365430 (viber/whatsapp).",Stan na dan Mostar,220 KM
"Stan na dan Max Modriča, Apartman",75 KM,https://olx.ba/artikal/54749008,Tip nekretnine Apartman | Broj soba Jednosoban (1) | Kvadratura 32 | Check in (sat) 00 | Check out (sat) 10 | Godina izgradnje 2010+ | Sprat 3 | Vrsta grijanja Struja | Minimalan broj noćenja 1 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra 100 do 200 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Pet friendly Da | Krevetić za bebe ✓ | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 13.08.2023,"Detaljni opis
Stan na dan u samom centru grada, na 3. spratu ( ima lift ) novoizgradjene zgrade, iznad butika Sinsay.

Jednosoban stan, potpuno namjesten sa internetom i tv kanalima i svim potrebnim za boravak. Uz smjestaj postoji mogucnost rezervacije garaznog mjesta u sklopu zgrade. ( 10.00 KM )

+38765521620  Goran","Stan na dan Max Modriča, Apartman",75 KM
Stan na dan Čapljina PREMIUM,60 KM,https://olx.ba/artikal/53823519,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 50 | Check in (sat) 14 | Check out (sat) 11 | Godina izgradnje 2020+ | Sprat 3 | Vrsta grijanja Struja | Minimalan broj noćenja 2 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra 300 do 400 m | Blizina apoteke 100 do 200 m | Pet friendly Ne | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 17.06.2023,"Detaljni opis
------Minimalno 2 noćenja!------

Sve informacije na br. 063 313 783 i 063 233 141. WhatsApp i Viber 0-24

Izdaje se jednosoban premium stan na dan u Čapljini na trećem katu u novom kvartu sa prostranim parkingom. Zgrada posjeduje lift.  Vrhunski opremljen stan, novouređen. LCD televizor 55 inča, internet sa kablovskom i preko 1000 kanala. Prostran balkon istocna orijentacija sa trendom i baštanskim namještajem. Kuhinja kompletno opremljena, hladnjak sa spremnikom hladne vode, perilica suđa, mikrovalna, pećnica, veš mašina, klima.
Kućni ljubimci nisu dozvoljeni. Pušenje nije dozvoljeno. Partiji nisu dozvoljeni.",Stan na dan Čapljina PREMIUM,60 KM
Stan na dan,30 KM,https://olx.ba/artikal/45931231,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 45 | Check in (sat) 14 | Check out (sat) 10 | Sprat 4 | Vrsta grijanja Centralno (gradsko) | Pet friendly Ne | Lift ✓ | WIFI ✓ | Parking ✓ | Datum objave 15.12.2021,"Detaljni opis
Alipašino.",Stan na dan,30 KM
Stan na dan Hilandarska 065/364-548 Sarajevo Lukavica,60 KM,https://olx.ba/artikal/37068779,Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 44 | Check in (sat) 13 | Check out (sat) 15 | Sprat 2 | Vrsta grijanja Struja | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 03.02.2025,"Detaljni opis
Apartman Hilandarska smješten je u centru Lukavice, Istočno Sarajevo.

Apartman Hilandarska se sastoji od kuhinje (moderno opremljene) sa dnevnim boravkom (tv sa satelitskim kanalima i WiFi internetom, klimom), spavaće sobe, kupatila, hodnika i balkona.Moderno opremljen apartman nudi ugodan i prijatan ambijent. Apartman je udaljen od centra Sarajeva 6 km, aerodroma 5
min vožnje, Jahorina/Bjelašnica/Ravna planina 28 km. U krugu apartmana od 100-300 m nalazi se veći broj ugostiteljskih objekata, marketi, banke, benzinske pumpe, apoteke, dječije igraonice.

Zgrada ima besplatan parking za goste.



DISKRECIJA ZAGARANTOVANA

Prikaži više",Stan na dan Hilandarska 065/364-548 Sarajevo Lukavica,60 KM
